1.220090266645805115e-16,5.509637249888296340e-15,2.792047305936308767e-17,2.470278580100854054e-20,2.449345504151982820e-18,9.926662991208425285e-05,1.173291479642935014e-04,1.257798621348773128e-04,1.381964610368296065e-04,1.536400652968063457e-04,1.708052811440119358e-04,1.884691717102928224e-04,2.057056021249888220e-04,2.218147572415597680e-04,2.360389421422722845e-04,2.475268311654015615e-04,2.557711327334140643e-04,2.607706082980779908e-04,2.626324166827257063e-04,2.614431922088827453e-04,2.575434067266974577e-04,2.516220226428350464e-04,2.446039237864339340e-04,2.377933918693355699e-04,2.329457757407314982e-04,2.315968017858976134e-04,2.342027097004173626e-04,2.401788992980223244e-04,2.482072039932667405e-04,2.561792632916303479e-04,2.622513859284749077e-04,2.654001780490721765e-04,2.653948691794568294e-04,2.623175428406735376e-04,2.557124412069130799e-04,2.449608136779574900e-04,2.303697852533164348e-04,2.130599351685557468e-04,1.943029256812361287e-04,1.753984291375530248e-04,1.575270867445724605e-04,1.417214811532543450e-04,1.291988810577766411e-04,1.208054720398617948e-04,1.158069313850045983e-04,1.159602320207800930e-10,2.848350191981925010e-17,2.636755965290974598e-17,9.401506620819177537e-17,2.558850222125993129e-19
6.752739107199726325e-15,1.189710075147141445e-12,2.731856968832335471e-13,5.051445382046251053e-11,1.521013279190405537e-04,1.585995633852939736e-04,1.674218498458640190e-04,1.813349743782666386e-04,2.006934785761095390e-04,2.243259322365570108e-04,2.504864664711148412e-04,2.772814215377722349e-04,3.030222373560490000e-04,3.264424883026559353e-04,3.464676100490320576e-04,3.621553597492362781e-04,3.731756011699424985e-04,3.798783198863718916e-04,3.827262818682664741e-04,3.819951560644333942e-04,3.779991906614853085e-04,3.714268550257056778e-04,3.633886469920593991e-04,3.555105243061895182e-04,3.499613067650999545e-04,3.486927400434191248e-04,3.523510866591826390e-04,3.599578075861496426e-04,3.694834279836983803e-04,3.783976887644832621e-04,3.846118905259612755e-04,3.870454922800484090e-04,3.855107733181778180e-04,3.800789690749530980e-04,3.702034162793180834e-04,3.550180064367061163e-04,3.345932697847037998e-04,3.100575657578124819e-04,2.829687402596600264e-04,2.551910565476668753e-04,2.286400823786382598e-04,2.049375670802723950e-04,1.856865396000724803e-04,1.719988621720150445e-04,1.626812272929417885e-04,1.539071793773910083e-04,4.636974100292510698e-08,2.767541243465418214e-12,3.450222718104156693e-13,2.360285995775585926e-16
5.125851978641676674e-16,8.189987611587178888e-12,2.184931372179438252e-05,1.622655881203925070e-04,1.788997433908554339e-04,1.906484155553566946e-04,2.049111431740494700e-04,2.254646656277988187e-04,2.527335076532826862e-04,2.850467452223274861e-04,3.197198561044759316e-04,3.538503038273844298e-04,3.850572742128917695e-04,4.119008462594517662e-04,4.335480799897627148e-04,4.496690722870489939e-04,4.607490787899259617e-04,4.677890368315690208e-04,4.715139339322252940e-04,4.720808756876208791e-04,4.695326916172461564e-04,4.643735412413300414e-04,4.576944090151611219e-04,4.510860471266284568e-04,4.465220725894266892e-04,4.459243903476007003e-04,4.500537450363226296e-04,4.575971573207100783e-04,4.660687566877827828e-04,4.731186714161654690e-04,4.770878389964859547e-04,4.772413168939528580e-04,4.735822731556606408e-04,4.662833533988205775e-04,4.550032022712986626e-04,4.387567010905293256e-04,4.168287709986795604e-04,3.893549130354461438e-04,3.572660607370239895e-04,3.225175422391598525e-04,2.879616453310885238e-04,2.563733828311726940e-04,2.298831823026100275e-04,2.098452603024020095e-04,1.953759060816373646e-04,1.815787644080012816e-04,1.611543103190505623e-04,1.194204917760932416e-04,6.030916006229669310e-09,5.810710444896837845e-14
3.108160028546958994e-14,9.361110560788251463e-05,1.384749272448205332e-04,1.715602170406834576e-04,1.933350610868565930e-04,2.111529464146115161e-04,2.326555802693356886e-04,2.614973749151025648e-04,2.975948316877124436e-04,3.379045326340856365e-04,3.780551142977101021e-04,4.142647409903142089e-04,4.444509267604664798e-04,4.680945796139591043e-04,4.854753890346816627e-04,4.974456000768560492e-04,5.054676803529060698e-04,5.110460563098558930e-04,5.149622094265434834e-04,5.171457280569767903e-04,5.172924452074136124e-04,5.156207402116973291e-04,5.129771536149227212e-04,5.104406001941394228e-04,5.090842700698449937e-04,5.101274080796777731e-04,5.141107330604473280e-04,5.196320212109471846e-04,5.245830887390224391e-04,5.275931398756407214e-04,5.278998557205630618e-04,5.252434631457180651e-04,5.197976696871902617e-04,5.118936653163636604e-04,5.015833586020113652e-04,4.880813140753600845e-04,4.699505999995929901e-04,4.458788446099727566e-04,4.151594735732072475e-04,3.784650294649980168e-04,3.386088299575068083e-04,2.997065440348245209e-04,2.652487905194999499e-04,2.372765620734646180e-04,2.158199951788666025e-04,1.966155503315020767e-04,1.717535387148954402e-04,1.353391230478556229e-04,9.092890224587261234e-05,5.014253853047830382e-05
5.404693499893821533e-05,9.715759058342637931e-05,1.419609432197240081e-04,1.777065345170560735e-04,2.043627857905858450e-04,2.294835271788678863e-04,2.597663136993293501e-04,2.978745508392172310e-04,3.419231082762922824e-04,3.864585246389360329e-04,4.256554749639366057e-04,4.563049987437119604e-04,4.781284128491738745e-04,4.922976179458869988e-04,5.005113680783661052e-04,5.047616005339356773e-04,5.072538756640838226e-04,5.097580222950964541e-04,5.129756317738300153e-04,5.166367158180775604e-04,5.201901022221232544e-04,5.236166420967641819e-04,5.272968938014608101e-04,5.312851531394932126e-04,5.352403409007884787e-04,5.391922388049508272e-04,5.431582151718506802e-04,5.460111596601764650e-04,5.467167344653191177e-04,5.452195986875102646e-04,5.417476984275010300e-04,5.364978273362742880e-04,5.297906862201587483e-04,5.221415125249462578e-04,5.140204444933938214e-04,5.052197031064507762e-04,4.941953347972201198e-04,4.785343234619280554e-04,4.557732557716395196e-04,4.244330193292689731e-04,3.854911268720796953e-04,3.427262306119310928e-04,3.009475895931085785e-04,2.640887112685039433e-04,2.339630541772677976e-04,2.080404227014118440e-04,1.791705857394939704e-04,1.408381269041603665e-04,9.453887582446429856e-05,5.150006296851592484e-05
5.718745626375954156e-05,1.022455999750378127e-04,1.486195872039911957e-04,1.870868011738979937e-04,2.192172187282018497e-04,2.523722383886597802e-04,2.918565471464874112e-04,3.380388646211487979e-04,3.858623085486863834e-04,4.277056985266646915e-04,4.580973600061519799e-04,4.761159623238797535e-04,4.839378477911192473e-04,4.847357756480999750e-04,4.816138574004664194e-04,4.773639907171352455e-04,4.744452901066157475e-04,4.743609713700057038e-04,4.775038303449710567e-04,4.834614372603485599e-04,4.915256456656865326e-04,5.013714070091766003e-04,5.126220061923167457e-04,5.242141188263493195e-04,5.346362319623454993e-04,5.427291240703990697e-04,5.477336188745540431e-04,5.487911701353103246e-04,5.459278844236222080e-04,5.402914124617789592e-04,5.330844549358902500e-04,5.250270672364918323e-04,5.166435480670778391e-04,5.085755005827716745e-04,5.015798654494900031e-04,4.963031576757847771e-04,4.920494978284203512e-04,4.863035523757997186e-04,4.754390961251893236e-04,4.558631180903307363e-04,4.257392625045339630e-04,3.861674194825667154e-04,3.412149553423845768e-04,2.965682695752677451e-04,2.572020698363733327e-04,2.236408285537209062e-04,1.900621060324059837e-04,1.497298390892823794e-04,1.019911779790884100e-04,5.639588417747737971e-05
6.325261790388562045e-05,1.112139096251733958e-04,1.600614764351523413e-04,2.021561727144896765e-04,2.403933423030633226e-04,2.815681249226089852e-04,3.288496177175491311e-04,3.789938256912308233e-04,4.237970389940729529e-04,4.554638804543674263e-04,4.709003542728641451e-04,4.719102202850109624e-04,4.634126903564382625e-04,4.510247442594060682e-04,4.388161416556216076e-04,4.292347759147142785e-04,4.242824677173902639e-04,4.248470947391809710e-04,4.306530419112903816e-04,4.410103402677560637e-04,4.552241600092020186e-04,4.726110035224655821e-04,4.919592765202117140e-04,5.113295670390553957e-04,5.283236633591861884e-04,5.406496131091523489e-04,5.467654327719179662e-04,5.461603794267634072e-04,5.399192090693598388e-04,5.302978836630986353e-04,5.192638565268894047e-04,5.078779594772580641e-04,4.968466310378023137e-04,4.867077101355122572e-04,4.781503281555662455e-04,4.726829284087472722e-04,4.712496452562344850e-04,4.724975058656571427e-04,4.729702085176048956e-04,4.679054850239584016e-04,4.525410766743739790e-04,4.239996821414414134e-04,3.831562688484030691e-04,3.352651953530136147e-04,2.879016712789797430e-04,2.461007564025669567e-04,2.068944023900973455e-04,1.633677512039243788e-04,1.131610958256927139e-04,6.405979304413585824e-05
7.190509603509239150e-05,1.240005254003893247e-04,1.764168790895895202e-04,2.227837616010183599e-04,2.672125512339375264e-04,3.154477501452024693e-04,3.671884801227425161e-04,4.152100418672125546e-04,4.500329614598278264e-04,4.661356517616483492e-04,4.637085087800395418e-04,4.477058218564319869e-04,4.256972582848202354e-04,4.052259193579876850e-04,3.895043436265513566e-04,3.814918079494997540e-04,3.800861663101350626e-04,3.833964204252113413e-04,3.920085974798230002e-04,4.066954800487167015e-04,4.273822202319580181e-04,4.527972682105365254e-04,4.803367136433226488e-04,5.066662623915522967e-04,5.284551932621890701e-04,5.428504775382972034e-04,5.482744913895390470e-04,5.450104142326555158e-04,5.352801926181861153e-04,5.222818753991615619e-04,5.084289015728142395e-04,4.945598986448541609e-04,4.813234723783368311e-04,4.691281127668878669e-04,4.580233475343852239e-04,4.493038092067626506e-04,4.450733316118060342e-04,4.470668260291528256e-04,4.539485203354670130e-04,4.611665300662412753e-04,4.618671878972440163e-04,4.493337490585029440e-04,4.199824520875505059e-04,3.757428113864993112e-04,3.243751381780103854e-04,2.748410921185723797e-04,2.290782607520512354e-04,1.811099372747862024e-04,1.272338204753030476e-04,7.371752688921381718e-05
8.318130319896655954e-05,1.403728281729260067e-04,1.968116830317766155e-04,2.477241884805923551e-04,2.980453695083185115e-04,3.512013950078405515e-04,4.026625844739413875e-04,4.423088214879959353e-04,4.619234082795006910e-04,4.600564716812064370e-04,4.412209187924136591e-04,4.129531364971551874e-04,3.840202009210529066e-04,3.621110306701609397e-04,3.520436532282253264e-04,3.486604275795267835e-04,3.481819308635259423e-04,3.520438752769028943e-04,3.627967912960437997e-04,3.819311951331378512e-04,4.093045386231460134e-04,4.424729079503819944e-04,4.770237848842232920e-04,5.084558593512803447e-04,5.330095577560837019e-04,5.478053517222199837e-04,5.515835817480739967e-04,5.452544275820124476e-04,5.318746310111141257e-04,5.155971846700873988e-04,4.997897252022708969e-04,4.852420808208073900e-04,4.714893730210088416e-04,4.584344782508186899e-04,4.458987640926349405e-04,4.343436665706980099e-04,4.259634908373829596e-04,4.228016767149225352e-04,4.286316759758217144e-04,4.418857482119309854e-04,4.548672359286949499e-04,4.588005445510437820e-04,4.455515553705734536e-04,4.117857155614020851e-04,3.623702494434783935e-04,3.078987997987771459e-04,2.554193475873543003e-04,2.021035571290942957e-04,1.436509768769083804e-04,8.504217083312164572e-05
9.680549936174943926e-05,1.595739872527541690e-04,2.203976551274890389e-04,2.759975794457049532e-04,3.310476282662639410e-04,3.856430121195465982e-04,4.314497273203638569e-04,4.576405219428959564e-04,4.594300629316485913e-04,4.409422789546289215e-04,4.106348417910654007e-04,3.767783734199760693e-04,3.490345453424484649e-04,3.349779961379565469e-04,3.280716690332052300e-04,3.245839083507813441e-04,3.249934398912880922e-04,3.313313452014081243e-04,3.455725187113354853e-04,3.695503342029019629e-04,4.029270792855872371e-04,4.416240648978340673e-04,4.802171291876564628e-04,5.141752092188183387e-04,5.399943690028840421e-04,5.550352740292124627e-04,5.580169771804805671e-04,5.497579832438490802e-04,5.332526113695548178e-04,5.129543860436788305e-04,4.934549091492012847e-04,4.770425251710222339e-04,4.635407789783855636e-04,4.516006283990061428e-04,4.395023761385465056e-04,4.267730814781893500e-04,4.144911878903881569e-04,4.064629168213571269e-04,4.059740231186620679e-04,4.182553619297882494e-04,4.369723996306345095e-04,4.534848886082086463e-04,4.569549835129059121e-04,4.382599421645655825e-04,3.971731759374374842e-04,3.426331637210759326e-04,2.850489969583471883e-04,2.262160376169685988e-04,1.625919075849022134e-04,9.823987646762687522e-05
